date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
09:40:34	77348/77348	---M--	200	added ('OK')	font/ttf	etag:%22a123e82-12e24-5a41246381380%22	http://hms.rguktsklm.ac.in/fonts/heads.ttf	C:/My%20Web%20Sites/qqqqqqqqqq/hms.rguktsklm.ac.in/fonts/heads.ttf	(from http://hms.rguktsklm.ac.in/css/style.css)
09:40:38	97452/97452	---M--	200	added ('OK')	font/ttf	etag:%22a123e83-17cac-5a41246381380%22	http://hms.rguktsklm.ac.in/fonts/italic.ttf	C:/My%20Web%20Sites/qqqqqqqqqq/hms.rguktsklm.ac.in/fonts/italic.ttf	(from http://hms.rguktsklm.ac.in/css/style.css)
09:40:44	28574/28574	---M--	200	added ('OK')	image/jpeg	etag:%22a123e97-6f9e-5a41246381380%22	http://hms.rguktsklm.ac.in/imgs/kc-reddy.jpg	C:/My%20Web%20Sites/qqqqqqqqqq/hms.rguktsklm.ac.in/imgs/kc-reddy.jpg	(from http://hms.rguktsklm.ac.in/css/style.css)
09:40:54	59398/59398	---M--	200	added ('OK')	image/jpeg	etag:%22a123e90-e806-5a41246381380%22	http://hms.rguktsklm.ac.in/imgs/bg.jpg	C:/My%20Web%20Sites/qqqqqqqqqq/hms.rguktsklm.ac.in/imgs/bg.jpg	(from http://hms.rguktsklm.ac.in/css/style.css)
09:40:54	727702/727702	---M--	200	added ('OK')	image/jpeg	etag:%22a122800-b1a96-5d73f0b7432fe%22	http://hms.rguktsklm.ac.in/imgs/developer.jpg	C:/My%20Web%20Sites/qqqqqqqqqq/hms.rguktsklm.ac.in/imgs/developer.jpg	(from http://hms.rguktsklm.ac.in/home.php)
09:41:04	54572/54572	---M--	200	added ('OK')	font/ttf	etag:%22a123e1b-d52c-5a41246381380%22	http://hms.rguktsklm.ac.in/services/fonts/royal.ttf	C:/My%20Web%20Sites/qqqqqqqqqq/hms.rguktsklm.ac.in/services/fonts/royal.ttf	(from http://hms.rguktsklm.ac.in/css/mobile.css)
09:41:05	673/673	---M--	500	error ('Internal%20Server%20Error')	text/html	date:Wed,%2003%20Aug%202022%2004:11:04%20GMT	http://hms.rguktsklm.ac.in/fonts/fa-brands-400.eot	C:/My%20Web%20Sites/qqqqqqqqqq/hms.rguktsklm.ac.in/fonts/fa-brands-400.1e.delayed	(from http://hms.rguktsklm.ac.in/css/fontawesome-all.css)
09:41:06	673/673	---M--	500	error ('Internal%20Server%20Error')	text/html	date:Wed,%2003%20Aug%202022%2004:11:05%20GMT	http://hms.rguktsklm.ac.in/fonts/fa-brands-400.eot?	C:/My%20Web%20Sites/qqqqqqqqqq/hms.rguktsklm.ac.in/fonts/fa-brands-400.1fd41d.delayed	(from http://hms.rguktsklm.ac.in/css/fontawesome-all.css)
09:41:06	673/673	---M--	500	error ('Internal%20Server%20Error')	text/html	date:Wed,%2003%20Aug%202022%2004:11:05%20GMT	http://hms.rguktsklm.ac.in/fonts/fa-brands-400.woff2	C:/My%20Web%20Sites/qqqqqqqqqq/hms.rguktsklm.ac.in/fonts/fa-brands-400.20.delayed	(from http://hms.rguktsklm.ac.in/css/fontawesome-all.css)
09:41:07	673/673	---M--	500	error ('Internal%20Server%20Error')	text/html	date:Wed,%2003%20Aug%202022%2004:11:06%20GMT	http://hms.rguktsklm.ac.in/fonts/fa-brands-400.woff	C:/My%20Web%20Sites/qqqqqqqqqq/hms.rguktsklm.ac.in/fonts/fa-brands-400.21.delayed	(from http://hms.rguktsklm.ac.in/css/fontawesome-all.css)
09:41:08	254072/254072	---M--	200	added ('OK')	font/ttf	etag:%22a123e86-3e078-5a47634885780%22	http://hms.rguktsklm.ac.in/fonts/modaldesign.ttf	C:/My%20Web%20Sites/qqqqqqqqqq/hms.rguktsklm.ac.in/fonts/modaldesign.ttf	(from http://hms.rguktsklm.ac.in/css/style.css)
09:41:08	673/673	---M--	500	error ('Internal%20Server%20Error')	text/html	date:Wed,%2003%20Aug%202022%2004:11:07%20GMT	http://hms.rguktsklm.ac.in/fonts/fa-brands-400.ttf	C:/My%20Web%20Sites/qqqqqqqqqq/hms.rguktsklm.ac.in/fonts/fa-brands-400.22.delayed	(from http://hms.rguktsklm.ac.in/css/fontawesome-all.css)
09:41:08	673/673	---M--	500	error ('Internal%20Server%20Error')	text/html	date:Wed,%2003%20Aug%202022%2004:11:07%20GMT	http://hms.rguktsklm.ac.in/fonts/fa-brands-400.svg	C:/My%20Web%20Sites/qqqqqqqqqq/hms.rguktsklm.ac.in/fonts/fa-brands-400.23.delayed	(from http://hms.rguktsklm.ac.in/css/fontawesome-all.css)
